Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.86,4.1498168393088375e-05,3.145935462643097e-05,4.0741142499694975e-05,0.006719555360777258,2.041873435940488,0.05091637756986505,0.919083622430135,230.72330195397976,112.03863521524315,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.87,4.152068343619027e-05,3.1466282737517636e-05,4.0749627511716924e-05,0.006719965646068623,2.0426000112708924,0.050900621126733554,0.9190993788732664,230.72828258336142,112.05682962740565,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.88,4.154205586682941e-05,3.1472856273923314e-05,4.075768314242722e-05,0.006720354516822737,2.0432900551670348,0.05088563331951169,0.9191143666804883,230.73300591512225,112.07408263395992,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.89,4.156222316711326e-05,3.14790555403323e-05,4.076528795527832e-05,0.0067207202521865845,2.0439421574156342,0.050871410877214245,0.9191285891227857,230.73745762980087,112.09033325580383,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.9,4.158055083088519e-05,3.148468056733271e-05,4.0772215972284e-05,0.006721047503810103,2.0445396001761837,0.050858103502953826,0.9191418964970461,230.74149131903621,112.10499550445776,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.91,4.1597325528073717e-05,3.1489821872361525e-05,4.0778570757694425e-05,0.006721342890767787,2.045090308181378,0.05084561537673404,0.9191543846232659,230.74517328631208,112.11832947051697,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.92,4.16074328892372e-05,3.149286809185422e-05,4.078252485129986e-05,0.006721484306794524,2.045457767038201,0.050835288411271294,0.9191647115887287,230.7473230720411,112.12563834263904,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.93,4.160680840598073e-05,3.149253689472605e-05,4.078262388414738e-05,0.006721374560523698,2.0455335352616415,0.050828182082913446,0.9191718179170866,230.74700224597353,112.1231858211931,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.9400000000000001,4.157968022786393e-05,3.1483859571330045e-05,4.0773229876096434e-05,0.006720637671697864,2.044895850440994,0.05082847571338934,0.9191715242866106,230.7405704235425,112.09649175988152,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.9500000000000001,4.143169845965805e-05,3.143708390553876e-05,4.072057799219686e-05,0.006717025245651779,2.041018184687163,0.050861396117076754,0.9191386038829232,230.706233051215,111.95886279334172,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.96,4.0991288290090274e-05,3.129766660666006e-05,4.056275229065909e-05,0.006706439357006156,2.0292713277827397,0.05097419455280781,0.9190258054471921,230.60415406895868,111.5513692197378,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.97,3.975364382992476e-05,3.090256948646734e-05,4.011459073190782e-05,0.006676780014194527,1.9958079612264898,0.05131542970122687,0.9186845702987732,230.31589064479604,110.3985699145003,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
